id_transaccion,id_cliente,monto,fecha,id_tienda
1935,672,4702.81,19/09/2023,22
1936,1131,5816.37,20/08/2020,45
1937,1018,201.47,04-13-2020,18
1938,107,1923.62,2021-07-25,29
1939,48,2676.02,20/10/2023,7
1940,39,7327.16,2021-08-24,62
1941,749,7442.95,11-05-2020,38
1942,488,5028.44,23/11/2021,16
1943,721,1899.71,06-18-2022,26
1944,436,9441.54,05/02/2021,79
1945,677,8086.57,12/02/2020,41
1946,328,458.90,2021-07-07,44
1947,862,5810.23,2022-04-10,61
1948,906,6862.35,2020-03-13,27
1949,423,7215.73,"Dec 26, 2022",26
1950,1073,5777.06,25/06/2022,17
1951,344,3680.49,2022-10-19,38
1952,287,7525.36,12-02-2020,47
1953,957,5077.69,05/10/2022,24
1954,334,4190.39,12-04-2023,21
1955,912,8533.46,21/03/2021,26
1956,994,3970.67,15/09/2022,29
1957,709,4878.10,2023-09-26,20
1958,443,5577.53,"Feb 28, 2021",60
1959,70,4394.02,14/11/2023,20
1960,1013,2670.42,19/11/2022,60
1961,513,7582.32,27/03/2021,63
1962,637,9502.17,06-01-2023,34
1963,443,7227.25,"Aug 01, 2022",5
1964,243,2378.66,01/04/2020,56
1965,701,1708.61,08/04/2022,45
1966,1178,7686.30,03-14-2020,53
1967,557,703.26,2020-08-15,1
1968,674,5879.44,2023-05-07,24
1969,1117,4598.20,2021-06-30,13
1970,395,4266.12,"Dec 05, 2020",63
1971,898,6190.21,"May 20, 2021",21
1972,627,7762.45,2023-01-27,37
1973,469,1772.63,2022-12-12,54
1974,503,1030.40,03/01/2022,22
1975,525,2338.22,07-09-2023,47
1976,425,7094.98,06/07/2021,15
1977,361,128.41,"Sep 24, 2020",77
1978,390,7415.63,2021-12-12,45
1979,1001,8726.34,2023-08-06,73
1980,847,2076.25,"Aug 05, 2021",41
1981,1005,8979.88,2021-07-15,78
1982,994,9296.34,05-25-2023,37
1983,39,6504.87,"May 27, 2020",31
1984,136,3692.89,12-08-2023,76
1985,755,1115.74,2023-02-02,67
1986,155,2169.17,2021-09-09,73
1987,398,8571.42,2023-10-15,68
1988,666,2722.12,2023-07-21,74
1989,10,7404.23,29/10/2023,54
1990,898,4265.09,2021-09-12,7
1991,344,626.35,07/08/2023,18
1992,1068,9032.00,2021-07-18,11
1993,1102,6536.80,2023-01-21,67
1994,310,6465.29,2023-08-22,72
1995,197,2650.21,2022-10-15,51
1996,337,3979.55,2021-08-26,20
1997,518,3696.39,2022-08-12,19
1998,966,1624.25,"Mar 25, 2022",57
1999,193,9161.83,2021-07-19,36
2000,738,4836.79,2021-04-03,22
2001,888,5134.26,2020-06-18,18
2002,1,813.71,29/05/2022,62
2003,953,6478.66,2023-05-11,59
2004,814,7148.78,06/02/2020,60
2005,292,9456.91,07-19-2023,79
2006,392,3532.68,03-01-2023,33
2007,141,611.74,12-05-2021,62
2008,240,1632.47,09-11-2021,27
2009,630,3879.64,2021-03-13,16
2010,64,7846.88,01-12-2022,16
2011,49,1903.56,12-13-2023,55
2012,411,7046.87,"Aug 08, 2022",39
2013,329,4637.18,23/07/2021,62
2014,1073,2759.17,04-03-2023,4
2015,130,7123.23,10-31-2020,56
2016,170,3328.70,02-27-2022,29
2017,1085,9594.31,10-03-2022,54
2018,180,3444.31,09-09-2021,6
2019,613,4266.18,"Jun 08, 2021",7
2020,915,7356.05,30/07/2020,11
2021,1093,1317.83,07-26-2023,40
2022,1104,6877.99,"Dec 13, 2020",64
2023,361,6869.45,07-17-2021,46
2024,1034,5422.55,2023-06-10,64
2025,820,848.18,09-17-2023,54
2026,1091,2880.47,2023-01-05,20
2027,889,3273.69,2022-09-23,75
2028,922,1685.99,09/06/2021,6
2029,660,1948.58,2021-01-11,2
2030,938,6510.86,29/11/2021,73
2031,235,1502.01,04-03-2023,67
2032,1036,560.03,07/12/2021,34
2033,1157,6278.22,2022-10-19,19
2034,57,9413.75,10/04/2023,16
2035,428,3323.28,2020-01-05,79
2036,400,8772.88,2020-05-04,29
2037,876,6086.41,2023-06-07,80
2038,454,918.91,"Feb 04, 2020",37
2039,1027,7151.46,04-05-2020,1
2040,1153,7375.16,06-25-2020,1
2041,643,7269.00,08/12/2022,12
2042,1039,7804.70,06-01-2022,60
2043,116,6915.99,2022-05-01,45
2044,884,2148.66,11-13-2021,22
2045,874,2603.00,01-29-2023,71
2046,172,5093.15,2021-03-07,48
2047,189,9186.42,08-15-2021,19
2048,505,195.95,03-02-2021,31
2049,785,3022.63,2022-02-18,72
2050,199,9399.16,30/06/2022,2
2051,1027,8346.53,31/07/2020,9
2052,254,1309.08,2022-01-30,80
2053,124,5168.22,02-17-2021,27
2054,568,7517.62,2023-12-18,32
2055,561,1590.51,2020-04-21,58
2056,1164,2403.43,2021-12-20,45
2057,81,4286.72,10-22-2020,47
2058,1071,1367.27,30/09/2022,43
2059,998,6486.61,05-19-2020,79
2060,1137,3616.47,10/03/2020,60
2061,1059,7738.09,"Mar 25, 2021",46
2062,792,8420.03,12-05-2020,29
2063,1178,9504.99,17/05/2022,31
2064,162,3137.86,21/08/2023,59
2065,443,412.45,21/08/2020,22
2066,881,8969.96,29/06/2020,46
2067,215,3996.19,2022-01-22,70
2068,426,7742.03,05-29-2020,73
2069,284,2278.15,2020-07-08,73
2070,762,7283.67,2023-03-27,79
2071,375,6887.68,30/05/2023,11
2072,218,6928.79,2021-02-14,50
2073,858,843.85,08-09-2021,62
2074,921,7193.52,16/07/2022,52
2075,824,9167.71,04-25-2021,56
2076,700,5689.11,27/09/2023,58
2077,254,9487.14,06-28-2023,28
2078,19,2386.24,2022-01-31,43
2079,996,6260.21,07-09-2020,34
2080,661,7316.17,2022-01-07,27
2081,517,6051.96,08-22-2023,2
2082,982,5023.59,"Mar 15, 2020",62
2083,1010,8736.78,2021-10-23,17
2084,177,9051.19,11-09-2023,41
2085,1065,3977.01,10-26-2022,8
2086,362,6432.60,02-20-2022,23
2087,241,128.65,04-10-2021,2
2088,114,5819.20,02-22-2021,1
2089,1122,843.28,2020-05-10,18
2090,1045,219.61,26/12/2023,23
2091,1187,3558.37,03-03-2020,6
2092,103,3847.62,2023-03-08,1
2093,261,2995.32,29/05/2020,5
2094,71,942.73,10-21-2022,73
2095,414,7204.46,2023-06-26,11
2096,1045,3540.69,07/12/2022,9
2097,614,7245.80,10-13-2021,9
2098,1101,1250.77,08-20-2022,47
2099,331,8417.02,2023-05-06,51
2100,134,4558.65,2021-04-05,12
2101,215,901.55,06-24-2023,8
2102,607,7430.41,2023-07-01,60
2103,189,1782.81,04-04-2022,39
2104,1078,7771.77,02-22-2020,69
2105,187,8672.77,2022-02-26,56
2106,639,5205.54,2022-01-22,14
2107,271,1092.18,2022-05-03,11
2108,757,9345.63,"Sep 19, 2022",23
2109,456,8084.69,2022-11-30,19
2110,515,1943.93,29/11/2022,38
2111,447,8072.28,06-22-2022,69
2112,571,3734.80,10-05-2020,51
2113,309,1105.40,"Sep 29, 2023",10
2114,843,716.50,21/04/2023,51
2115,645,9544.74,03-22-2021,21
2116,208,283.20,2020-03-08,40
2117,983,7010.74,18/02/2023,35
2118,335,6813.35,09/07/2021,22
2119,1177,3007.34,08-10-2022,48
2120,520,5973.24,10-07-2023,77
2121,711,6522.44,31/12/2021,30
2122,510,1172.67,13/04/2021,58
2123,813,9085.49,10-31-2022,31
2124,86,1700.65,"Oct 17, 2022",11
2125,37,3620.03,2023-08-06,27
2126,628,3129.67,11-03-2022,55
2127,388,7331.06,06-21-2023,6
2128,1081,7579.32,04-12-2021,56
2129,222,9104.84,03-01-2022,10
2130,974,5820.59,06-07-2022,52
2131,442,199.59,27/05/2021,28
2132,794,7507.40,2023-04-30,3
2133,754,6268.26,05-24-2023,52
2134,338,5828.64,2020-01-13,31
2135,440,6119.58,"Feb 12, 2021",41
2136,487,2834.84,05-20-2023,9
2137,213,3514.30,11/05/2022,34
2138,6,4775.77,"Oct 24, 2021",26
2139,200,4297.55,06-15-2020,68
2140,69,9431.70,22/04/2020,68
2141,55,4289.77,27/11/2021,37
2142,854,443.46,"Mar 09, 2021",18
2143,1141,8744.24,2022-05-25,74
2144,912,4432.75,2023-05-01,15
2145,429,811.22,11-26-2020,75
2146,74,4178.09,2023-10-18,67
2147,865,7842.96,01/02/2022,25
2148,534,5543.04,15/12/2023,45
2149,458,5010.72,09-25-2021,75
2150,826,755.50,2023-09-09,7
2151,927,716.02,11/06/2021,4
2152,638,6114.23,"Oct 24, 2023",38
2153,717,7127.97,2021-07-01,79
2154,412,2557.72,2022-07-24,1
2155,333,7865.04,18/08/2022,70
2156,603,1668.87,2020-05-19,19
2157,1104,5901.09,"Aug 31, 2020",75
2158,223,8832.10,28/03/2020,18
2159,111,3283.89,2020-12-30,13
2160,676,5493.93,08-18-2021,22
2161,873,4174.99,"Jan 14, 2023",18
2162,1016,735.97,2023-03-16,10
2163,1153,5179.90,11/02/2023,47
2164,350,3842.15,27/03/2022,33
2165,846,7915.54,22/07/2020,77
2166,600,5060.80,02-08-2022,17
2167,348,7425.12,"Mar 12, 2023",68
2168,119,4935.88,2021-03-13,49
2169,95,2527.46,"Jan 24, 2021",76
2170,1182,5753.64,22/01/2020,76
2171,1102,1046.88,06-20-2021,59
2172,10,5982.02,07-20-2023,10
2173,797,9164.44,2023-07-10,39
2174,541,9296.35,2020-01-02,30
2175,49,488.92,"Jan 28, 2023",8
2176,232,6357.59,07-21-2020,6
2177,1156,2051.45,09-18-2020,58
2178,561,2465.76,03-23-2021,79
2179,12,2667.65,02-15-2021,20
2180,936,167.92,2021-05-29,70
2181,708,5586.08,28/01/2021,79
2182,714,8356.46,03-13-2020,78
2183,1185,7563.87,2021-03-01,55
2184,1029,6178.89,07/01/2020,38
2185,172,1633.33,14/05/2023,54
2186,113,7478.15,09/02/2020,8
2187,855,5888.95,14/03/2020,8
2188,803,7142.53,09-10-2023,54
2189,110,1714.94,"Aug 10, 2020",38
2190,334,8343.64,"Aug 24, 2020",9
2191,740,3144.78,08-30-2023,22
2192,902,8935.47,2021-11-07,65
2193,497,7714.05,"Jan 24, 2021",48
2194,785,5617.39,2021-08-11,59
2195,600,2834.68,03/11/2023,54
2196,89,448.53,"Oct 26, 2022",37
2197,1058,4636.30,2023-12-22,25
2198,217,2533.04,2022-05-22,70
2199,271,109.24,2022-07-31,22
2200,1008,2976.20,10/01/2023,61
2201,176,8604.31,08-23-2020,62
2202,604,7346.38,20/04/2022,56
2203,751,5306.86,2020-01-01,55
2204,184,6582.15,24/03/2023,55
2205,709,3835.49,26/08/2020,60
2206,171,2886.21,2021-08-14,15
2207,707,337.51,03/11/2021,16
2208,738,8289.78,12/01/2022,4
2209,259,446.11,05-30-2023,68
2210,908,7380.64,2021-12-18,76
2211,343,8032.14,2021-06-21,77
2212,111,2467.10,01-13-2021,27
2213,481,6348.79,2022-08-09,44
2214,849,7080.08,29/12/2021,13
2215,284,5427.51,10-30-2021,67
2216,1144,6732.71,01/05/2023,72
2217,105,8268.75,2023-12-25,49
2218,92,1662.94,2022-10-31,34
2219,1153,3251.04,2023-12-15,26
2220,1164,3414.36,2020-09-15,45
2221,622,7032.67,2021-11-14,5
2222,759,2820.17,2020-09-17,8
2223,539,9520.03,2020-12-29,17
2224,1000,839.22,06-23-2022,9
2225,797,2207.03,02-11-2021,64
2226,378,3516.10,2022-08-18,74
2227,304,1281.07,"Nov 22, 2022",4
2228,354,2696.92,2023-01-11,79
2229,508,6966.18,2022-07-14,63
2230,32,200.34,05-15-2022,58
2231,957,7220.57,06-05-2023,9
2232,1152,9541.74,2022-06-20,32
2233,1130,8546.77,2022-05-31,28
2234,584,2070.19,04-21-2021,42
2235,172,3683.25,2022-10-07,75
2236,275,9474.45,"Aug 16, 2021",23
2237,278,2954.42,2023-09-11,44
2238,808,7477.11,03-30-2020,74
2239,68,2380.91,08-04-2020,72
2240,462,7495.74,08-31-2022,47
2241,202,2931.36,22/10/2023,59
2242,1001,1669.18,2020-10-29,74
2243,831,5144.48,13/01/2020,61
2244,95,6304.80,2021-05-15,76
2245,154,554.51,2020-03-12,61
2246,668,7924.75,2023-03-03,30
2247,303,2388.66,2023-02-05,5
2248,736,4744.18,2022-07-17,29
2249,477,2798.23,2023-03-27,55
2250,10,7577.42,07/04/2020,68
2251,922,8062.39,2023-05-25,74
2252,373,9276.64,2022-03-14,31
2253,173,6184.65,2020-10-06,32
2254,1140,7676.79,2023-04-05,47
2255,1151,3881.45,09-11-2022,33
2256,1026,8571.13,21/07/2021,45
2257,231,5797.14,2020-07-20,33
2258,926,8223.88,2020-06-27,4
2259,733,5239.75,15/12/2023,17
2260,1120,4711.17,05/02/2022,25
2261,508,5588.37,01-27-2020,64
2262,124,4510.24,"Dec 25, 2021",12
2263,349,2633.15,01-29-2021,29
2264,1021,9022.43,11-29-2021,74
2265,315,797.38,10/06/2022,70
2266,904,862.50,04-10-2023,54
2267,362,4599.65,02/09/2023,73
2268,942,427.88,03-20-2020,62
2269,822,8065.91,2020-07-24,76
2270,519,1172.18,2022-10-14,37
2271,1117,4627.53,25/08/2023,44
2272,243,5377.03,"Jul 29, 2023",77
2273,440,6341.87,13/01/2023,44
2274,139,1075.04,2021-02-13,5
2275,984,7457.21,08-01-2022,76
2276,353,2543.60,"Jun 09, 2022",33
2277,837,7924.46,"Sep 11, 2021",26
2278,906,8902.01,16/06/2020,70
2279,104,1360.99,05-22-2020,61
2280,534,2464.37,04-28-2023,71
2281,97,3059.92,2020-03-21,45
2282,1182,3170.40,07-23-2022,59
2283,37,4785.75,2022-04-13,23
2284,470,7176.94,20/06/2020,50
2285,994,3049.09,05-09-2020,29
2286,263,7266.65,09/01/2022,14
2287,1119,6746.78,2020-04-24,17
2288,640,8852.84,12/04/2022,23
2289,148,608.07,"Jun 03, 2020",67
2290,559,1630.09,2021-11-17,35
2291,872,1972.94,19/07/2023,51
2292,1017,360.58,12-09-2023,70
2293,28,3782.05,04/03/2022,74
2294,499,5505.23,04-11-2022,46
2295,861,7196.54,29/12/2022,31
2296,911,6728.87,02-22-2022,27
2297,672,3234.43,2021-09-13,51
2298,1181,4308.30,03-24-2023,71
2299,256,8661.00,2023-06-14,31
2300,874,8942.41,2022-09-27,61
2301,371,4184.34,09-07-2020,54
2302,303,5940.64,2020-10-07,24
2303,323,5252.98,2020-04-01,53
2304,205,3457.73,"Mar 06, 2023",74
2305,72,1751.38,"Apr 22, 2021",54
2306,51,7631.75,06/09/2020,13
2307,971,5212.74,22/07/2021,10
2308,658,1635.85,"Dec 01, 2021",45
2309,1179,7912.61,07-15-2022,70
2310,498,1061.01,2022-03-11,24
2311,122,3803.37,06-07-2022,10
2312,1166,350.48,07-19-2020,30
2313,1175,9121.02,21/02/2021,23
2314,913,4166.63,"Jul 20, 2021",53
2315,899,3531.10,27/08/2022,49
2316,460,2376.44,31/08/2020,53
2317,617,4568.49,10-16-2022,48
2318,1081,1831.15,2021-02-06,42
2319,363,2542.72,2021-09-17,59
2320,586,5321.09,01/11/2022,76
2321,1063,8082.78,27/09/2021,27
2322,982,5460.42,2021-05-06,76
2323,29,7505.51,2021-04-13,39
2324,1132,4605.07,16/11/2021,62
2325,469,3780.27,"Sep 30, 2021",76
2326,22,5138.35,2021-06-24,62
2327,316,2077.86,2020-10-09,75
2328,247,4627.16,14/11/2020,2
2329,613,7823.48,2023-03-27,63
2330,384,3415.35,2020-09-20,27
2331,827,6258.07,2021-02-14,35
2332,379,1016.52,12/01/2023,69
2333,541,5141.22,2022-08-17,21
2334,937,5656.13,2020-01-01,12
2335,732,3519.41,16/05/2022,74
2336,882,5425.25,2021-01-01,14
2337,740,9011.46,2022-07-26,36
2338,133,8467.09,2022-12-08,55
2339,1159,8360.27,05-15-2022,1
2340,258,5680.64,2020-01-01,7
2341,39,3943.90,08-12-2022,58
2342,557,920.23,09-04-2023,8
2343,366,6564.00,29/10/2022,7
2344,1006,851.29,12-15-2021,16
2345,834,5167.30,10-31-2023,11
2346,489,4973.26,"Mar 29, 2020",42
2347,976,5975.58,10-01-2023,21
2348,262,7151.98,11-06-2021,70
2349,631,6308.78,2021-04-04,7
2350,890,4175.86,04-27-2020,25
2351,896,6952.84,"May 10, 2023",74
2352,1073,2633.39,2021-11-28,22
2353,730,351.37,2021-06-29,11
2354,509,3813.67,10-14-2023,70
2355,725,5976.63,04-11-2020,42
2356,68,2230.06,12-01-2022,7
2357,674,7635.07,2023-08-06,37
2358,836,6743.63,03/05/2020,35
2359,1189,2865.00,28/12/2022,45
2360,1038,7342.91,2022-10-05,57
2361,544,3782.91,02/05/2023,19
2362,1167,1457.83,14/11/2023,24
2363,592,8711.45,10-08-2020,51
2364,474,1312.87,05-28-2021,37
2365,1017,5382.83,2022-03-24,47
2366,443,7885.52,2020-12-29,58
2367,176,7095.29,"Sep 02, 2023",80
2368,616,1350.60,2022-06-12,12
2369,997,6435.39,2021-02-17,68
2370,1095,9024.38,2022-11-08,62
2371,880,5512.54,01/05/2022,51
2372,795,3697.95,11/08/2022,29
2373,641,722.64,06/12/2020,1
2374,147,726.33,09-05-2022,71
2375,917,6718.93,03/05/2021,16
2376,350,3137.66,06/12/2023,1
2377,958,3482.94,"Sep 15, 2020",76
2378,1100,9437.03,01-28-2022,73
2379,199,462.77,01-22-2021,9
2380,346,7646.43,2022-12-13,43
2381,1062,4441.21,08-23-2020,33
2382,909,4277.47,02/07/2023,48
2383,717,2092.09,2022-09-24,42
2384,62,6244.71,"Nov 03, 2023",43
2385,659,8205.92,"Dec 02, 2023",43
2386,729,4258.31,10-16-2020,44
2387,730,5693.76,2023-11-28,2
2388,769,2611.29,09-19-2020,28
2389,554,5735.93,06-06-2021,74
2390,557,2524.90,06-04-2021,49
2391,308,5729.31,11-19-2021,22
2392,1051,6314.73,12-30-2020,42
2393,360,5245.35,2021-10-24,21
2394,698,3719.46,2022-10-04,9
2395,11,7527.38,07-29-2022,66
2396,1166,3243.64,20/04/2021,17
2397,1156,4447.00,06/07/2021,6
2398,492,536.88,06-26-2020,40
2399,272,9341.48,2020-04-06,6
2400,86,5281.56,2023-12-01,25
2401,245,9225.04,06-26-2022,48
2402,657,1311.90,"Aug 27, 2020",5
2403,406,9056.80,2022-02-03,61
2404,915,6884.85,01-13-2020,23
2405,1177,8768.89,2020-08-03,49
2406,910,5735.17,02-16-2023,60
2407,501,561.19,19/03/2020,11
2408,1050,486.01,2023-05-25,24
2409,1132,2992.42,09-15-2021,23
2410,200,4726.81,10/10/2021,75
2411,481,705.03,02-09-2021,28
2412,816,2545.02,03/07/2023,61
2413,320,5736.33,2023-07-15,48
2414,533,7314.53,26/11/2022,46
2415,743,2679.91,06-16-2022,18
2416,235,8062.06,2022-06-14,61
2417,505,3236.34,15/03/2021,66
2418,1145,7445.51,"Apr 06, 2022",51
2419,655,5011.23,01-25-2020,33
2420,330,6332.55,02-10-2020,54
2421,620,5131.36,10/10/2022,35
2422,903,4707.69,2023-08-14,47
2423,153,8871.28,2022-03-02,65
2424,86,5914.57,12/10/2022,54
2425,458,876.50,03-07-2023,24
2426,333,8938.32,11-30-2021,70
2427,706,6645.44,2020-11-01,73
2428,473,1943.91,2022-03-23,17
2429,3,9071.23,2022-01-07,19
2430,543,3328.20,2020-08-15,63
2431,247,294.17,2020-09-02,76
2432,719,3320.12,03/06/2021,35
2433,1102,7177.72,2022-10-10,60
2434,1120,8881.28,2020-05-04,36
2435,180,7575.63,2021-07-22,6
2436,80,9058.23,"Dec 24, 2022",59
2437,832,2991.14,2023-12-18,11
2438,97,2823.18,01-05-2020,46
2439,1093,1070.81,2020-09-29,17
2440,396,8052.60,07/03/2021,15
2441,461,8598.08,07-11-2021,16
2442,1052,4194.13,05-20-2023,62
2443,634,7019.04,05-06-2021,66
2444,610,7651.68,2023-02-06,70
2445,478,7764.97,23/02/2023,52
2446,709,5230.73,12-01-2022,21
2447,452,6508.78,05/02/2022,15
2448,195,3973.90,2023-06-17,38
2449,309,9251.62,2021-11-30,20
2450,1077,2071.08,2021-04-20,70
2451,210,1837.68,10-07-2021,46
2452,372,8286.65,11-29-2022,31
2453,598,4032.41,01-11-2023,58
2454,787,451.20,2022-08-06,48
2455,280,1086.55,07-10-2023,71
2456,376,6046.05,10-17-2023,3
2457,543,6543.20,"May 25, 2023",7
2458,649,830.32,12-03-2021,70
2459,832,7305.85,06-27-2020,34
2460,980,225.46,2021-06-05,48
2461,154,5241.06,2022-10-01,74
2462,374,8908.86,2020-10-20,46
2463,517,5859.19,14/03/2020,9
2464,1041,1428.20,10-28-2022,29
2465,1118,5336.41,10-27-2021,62
2466,72,7311.34,2022-04-14,22
2467,903,9418.49,"Feb 21, 2020",46
2468,745,8083.75,03-20-2023,75
2469,894,7068.80,03-04-2021,36
2470,856,8517.69,2023-11-11,9
2471,926,5250.16,03-10-2023,75
2472,823,8942.32,"Sep 23, 2022",55
2473,537,7086.88,2022-10-18,67
2474,751,7565.89,2021-03-12,9
2475,404,3156.72,25/06/2021,48
2476,673,4577.98,2022-01-25,47
2477,1134,8264.01,24/03/2020,43
2478,824,2977.73,10-19-2020,79
2479,270,9158.37,2020-01-02,15
2480,538,4774.84,11/02/2023,63
2481,941,6584.09,"Mar 29, 2023",19
2482,1063,1314.97,22/12/2021,57
2483,1049,5303.67,08-14-2021,37
2484,100,1296.06,2020-05-15,71
2485,90,2061.12,04-26-2023,70
2486,540,7573.46,2022-10-19,40
2487,529,1392.81,2022-03-21,42
2488,380,6139.62,12-23-2021,3
2489,406,1463.24,2022-03-13,13
2490,451,928.58,13/09/2021,24
2491,1188,2329.56,01-10-2023,63
2492,1111,6244.75,2021-10-14,42
2493,865,7365.13,2023-03-21,28
2494,822,5844.77,"Feb 06, 2021",63
2495,850,7327.65,2023-04-15,19
2496,201,2691.26,2023-03-07,5
2497,1085,2507.10,07-06-2020,38
2498,936,5658.87,2021-08-11,54
2499,358,2722.83,2022-01-11,30
2500,881,8115.55,04-25-2023,18
2501,1152,5628.69,17/06/2020,18
2502,958,7776.81,26/05/2023,41
2503,893,6406.63,2020-03-23,54
2504,649,3205.52,2021-11-12,27
2505,475,5979.77,05/08/2021,18
2506,629,3500.84,2020-05-13,18
2507,199,7641.02,2020-09-03,79
2508,290,2202.60,2020-05-02,67
2509,204,4533.41,03-02-2022,29
2510,1018,2320.93,04/12/2023,58
2511,579,9143.72,05-06-2022,70
2512,410,1912.43,09-17-2023,71
2513,1036,4407.38,15/02/2023,75
2514,595,3038.99,11-21-2021,57
2515,767,6199.45,"Feb 14, 2022",78
2516,17,1032.60,"Jul 31, 2022",8
2517,192,3554.76,20/12/2023,19
2518,1021,3889.03,2021-04-09,7
2519,563,6306.92,09-02-2023,52
2520,518,5211.17,06-24-2023,75
2521,988,3390.13,09/05/2022,65
2522,788,9100.59,2020-10-08,9
2523,802,7555.78,"Jan 26, 2021",18
2524,267,9079.10,2021-04-26,23
2525,339,6330.61,2020-08-08,40
2526,553,473.65,2022-11-13,66
2527,960,5535.19,03-14-2022,50
2528,344,4481.97,12-16-2021,68
2529,1048,1252.23,01-20-2021,56
2530,577,6401.82,11/07/2020,24
2531,648,6656.41,08/02/2022,62
2532,678,6513.58,17/01/2023,39
2533,329,719.61,10/09/2020,49
2534,1015,7540.44,07-14-2022,31
2535,56,2993.58,"Mar 22, 2022",69
2536,500,885.96,2021-03-31,57
2537,791,5938.04,01-13-2021,76
2538,43,8308.28,12/05/2022,67
2539,478,9050.34,07/06/2023,23
2540,612,2531.86,03-30-2021,20
2541,244,8678.44,"Nov 03, 2021",58
2542,219,8681.47,2020-03-18,56
2543,1096,6433.85,09-20-2022,71
2544,542,6688.78,2022-12-14,30
2545,1106,7543.85,2021-11-09,18
2546,91,6559.49,12-17-2022,73
2547,499,5998.40,2020-10-10,3
2548,1148,7792.23,2020-06-24,15
2549,1152,9002.05,2021-02-10,32
2550,476,6836.35,"Feb 07, 2021",25
2551,247,1337.22,"Aug 12, 2023",29
2552,54,7111.22,02-13-2020,49
2553,84,467.94,2021-12-17,68
2554,576,717.14,2020-11-03,51
2555,173,6963.20,2023-10-19,79
2556,666,970.74,07-12-2022,30
2557,722,7499.70,09-30-2021,66
2558,940,1471.53,24/10/2023,30
2559,646,5320.07,10-23-2021,33
2560,622,123.67,12-22-2023,40
2561,933,8240.06,2023-03-11,46
2562,1065,8086.61,03-26-2023,29
2563,1152,7430.97,2021-06-05,17
2564,578,5237.35,2023-02-26,49
2565,793,4319.37,2021-07-04,54
2566,134,6621.75,06-07-2022,1
2567,370,7880.75,2020-06-27,16
2568,1128,9400.12,2020-09-23,67
2569,761,2463.58,01/04/2023,70
2570,352,5659.49,2020-02-02,67
2571,1199,1205.40,"Mar 05, 2022",25
2572,518,3053.90,2023-07-16,41
2573,1024,8465.63,"Jan 27, 2021",34
2574,653,573.37,2020-03-21,42
2575,604,5101.95,11/09/2020,48
2576,1148,5573.77,06-01-2020,54
2577,471,6646.50,18/01/2023,80
2578,1097,5125.69,2020-02-08,11
2579,56,7605.57,2022-08-27,9
2580,567,943.42,"Sep 10, 2021",36
2581,155,902.46,26/11/2021,54
2582,254,6177.28,02-17-2023,16
2583,184,1019.11,2021-01-03,33
2584,306,898.08,18/01/2022,16
2585,413,6608.47,2023-09-19,27
2586,269,1911.90,03-19-2023,77
2587,1190,4319.72,02/05/2022,9
2588,39,3212.19,2021-08-13,8
2589,1077,9501.47,22/08/2023,38
2590,93,7785.91,2022-11-06,58
2591,1077,5555.16,2020-11-09,70
2592,388,6595.60,"Jan 04, 2023",51
2593,459,6941.32,2021-08-01,36
2594,758,8754.70,05-17-2021,52
2595,308,827.18,2022-04-06,55
2596,1007,5631.94,2022-04-09,26
2597,1015,6258.88,17/07/2021,20
2598,111,7261.00,09-08-2022,3
2599,738,7370.30,16/08/2022,5
2600,877,1833.63,2021-06-14,75
2601,348,4689.63,09-24-2020,27
2602,24,1909.88,22/03/2023,5
2603,1009,8955.15,27/12/2021,4
2604,651,9363.28,2021-09-21,80
2605,572,5825.97,08/03/2023,30
2606,759,6989.13,30/09/2022,18
2607,188,2342.67,2021-03-03,14
2608,276,8681.22,2023-04-05,46
2609,626,5853.09,08/09/2021,71
2610,1164,3806.21,03-29-2023,5
2611,570,8402.66,2021-12-04,61
2612,1071,564.43,2021-06-05,32
2613,451,6640.95,2022-09-05,64
2614,106,6641.20,12-18-2022,30
2615,1123,316.46,2020-09-28,64
2616,517,7754.54,21/02/2022,53
2617,896,8571.61,2023-02-27,73
2618,1025,8612.96,2022-10-12,49
2619,486,9258.30,2023-03-28,57
2620,553,5697.53,2021-06-25,76
2621,582,6529.29,08/02/2020,66
2622,479,6881.33,03-25-2021,16
2623,745,2126.45,15/12/2020,29
2624,1043,2336.65,02-07-2023,64
2625,280,7651.47,"Mar 19, 2022",51
2626,370,3821.19,2020-03-15,9
2627,962,1285.34,04/01/2023,75
2628,63,2195.12,19/06/2023,73
2629,286,6661.21,10-27-2023,58
2630,407,7442.29,2020-04-20,79
2631,24,8778.41,02-04-2020,3
2632,319,6317.49,2022-02-26,66
2633,725,5724.88,2020-05-07,62
2634,1055,9366.55,2022-07-04,25
2635,515,5222.48,2021-01-16,59
2636,402,672.66,08-06-2023,75
2637,108,4012.69,04-23-2020,15
2638,619,3701.12,02-11-2021,56
2639,920,1059.66,20/07/2020,79
2640,640,5892.32,2022-07-22,49
2641,802,9048.63,15/10/2023,3
2642,1002,6184.30,16/03/2021,14
2643,988,7813.95,2022-02-12,40
2644,170,6097.15,"Mar 03, 2020",1
2645,826,4187.68,13/07/2021,42
2646,1199,6152.79,10-10-2022,28
2647,321,8014.10,2021-05-14,44
2648,227,5220.05,25/09/2022,11
2649,1058,8259.03,2023-11-14,26
2650,853,3138.64,01-31-2023,4
2651,275,3899.52,01-09-2021,20
2652,521,926.60,2023-09-01,11
